Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20587009,123.0,73.9,73.0,74.0,62.0,95.0,62.0,63.0,84.0,95.0
0.41174018,197.0,135.1,130.0,138.0,118.0,164.0,118.0,120.0,157.0,164.0
0.6176103,240.0,190.2,184.0,191.0,166.0,217.0,166.0,171.0,213.0,217.0
0.82348037,281.0,242.9,229.0,232.0,207.0,289.0,207.0,209.0,278.0,289.0
1.0293504,313.0,298.9,276.0,286.0,253.0,359.0,253.0,264.0,354.0,359.0
1.2352206,347.0,348.9,334.0,315.0,287.0,413.0,287.0,315.0,405.0,413.0
1.4410906,387.0,404.9,383.0,416.0,341.0,477.0,341.0,357.0,464.0,477.0
1.6469607,416.0,449.6,422.0,469.0,373.0,538.0,373.0,393.0,515.0,538.0
1.8528308,448.0,483.2,452.0,513.0,396.0,581.0,396.0,414.0,557.0,581.0
2.0587008,466.0,518.6,487.0,556.0,420.0,622.0,420.0,447.0,581.0,622.0
2.264571,492.0,550.8,518.0,589.0,452.0,655.0,452.0,472.0,613.0,655.0
2.470441,513.0,582.4,564.0,617.0,467.0,687.0,467.0,495.0,656.0,687.0
2.6763113,535.0,609.2,594.0,637.0,481.0,712.0,481.0,515.0,706.0,712.0
2.8821812,552.0,633.0,614.0,663.0,500.0,753.0,500.0,533.0,727.0,753.0
3.0880513,560.0,651.8,634.0,672.0,518.0,774.0,518.0,550.0,740.0,774.0
3.2939215,582.0,672.9,651.0,690.0,534.0,797.0,534.0,567.0,764.0,797.0
3.4997916,593.0,694.5,677.0,714.0,545.0,821.0,545.0,590.0,786.0,821.0
3.7056615,605.0,711.4,697.0,728.0,560.0,837.0,560.0,602.0,800.0,837.0
3.9115317,626.0,730.8,718.0,750.0,577.0,872.0,577.0,608.0,824.0,872.0
4.1174016,633.0,746.9,733.0,765.0,591.0,894.0,591.0,628.0,842.0,894.0
4.3232718,652.0,760.6,743.0,784.0,608.0,911.0,608.0,630.0,852.0,911.0
4.529142,672.0,774.7,759.0,803.0,625.0,931.0,625.0,638.0,863.0,931.0
4.735012,688.0,791.6,777.0,821.0,637.0,951.0,637.0,653.0,877.0,951.0
4.940882,713.0,805.1,787.0,836.0,647.0,966.0,647.0,666.0,889.0,966.0
5.1467524,731.0,818.4,798.0,850.0,660.0,984.0,660.0,679.0,906.0,984.0
5.3526225,747.0,829.4,809.0,865.0,672.0,999.0,672.0,684.0,921.0,999.0
5.5584927,763.0,843.5,815.0,880.0,678.0,1019.0,678.0,696.0,955.0,1019.0
5.7643623,773.0,859.7,830.0,895.0,689.0,1035.0,689.0,706.0,971.0,1035.0
5.9702325,784.0,870.8,839.0,900.0,701.0,1047.0,701.0,719.0,990.0,1047.0
6.1761026,793.0,882.7,852.0,907.0,713.0,1056.0,713.0,727.0,1004.0,1056.0
6.381973,799.0,895.3,867.0,915.0,723.0,1065.0,723.0,753.0,1019.0,1065.0
6.587843,807.0,906.1,875.0,922.0,738.0,1077.0,738.0,761.0,1031.0,1077.0
6.793713,812.0,918.2,886.0,935.0,745.0,1085.0,745.0,778.0,1050.0,1085.0
6.9995832,819.0,929.1,898.0,939.0,756.0,1091.0,756.0,789.0,1058.0,1091.0
7.2054534,824.0,937.6,907.0,944.0,763.0,1098.0,763.0,798.0,1067.0,1098.0
7.411323,832.0,947.6,917.0,959.0,775.0,1107.0,775.0,805.0,1078.0,1107.0
7.617193,836.0,959.0,926.0,969.0,795.0,1118.0,795.0,815.0,1090.0,1118.0
7.8230634,843.0,967.3,932.0,978.0,803.0,1127.0,803.0,825.0,1101.0,1127.0
8.028934,847.0,975.4,937.0,992.0,811.0,1132.0,811.0,837.0,1113.0,1132.0
8.234803,855.0,987.2,947.0,999.0,819.0,1141.0,819.0,869.0,1121.0,1141.0
8.440674,861.0,994.6,951.0,1005.0,826.0,1145.0,826.0,882.0,1132.0,1145.0
8.6465435,863.0,1003.4,956.0,1010.0,835.0,1156.0,835.0,896.0,1140.0,1156.0
8.852414,870.0,1011.1,960.0,1018.0,837.0,1162.0,837.0,910.0,1149.0,1162.0
9.058284,875.0,1016.9,966.0,1021.0,844.0,1167.0,844.0,921.0,1159.0,1167.0
9.264154,881.0,1024.4,975.0,975.0,846.0,1182.0,846.0,924.0,1166.0,1182.0
9.470024,889.0,1030.6,983.0,1030.0,850.0,1189.0,850.0,929.0,1171.0,1189.0
9.675894,895.0,1039.2,988.0,1040.0,869.0,1196.0,869.0,937.0,1177.0,1196.0
9.881764,901.0,1046.3,990.0,1045.0,879.0,1209.0,879.0,941.0,1185.0,1209.0
10.087634,909.0,1052.8,996.0,1054.0,884.0,1213.0,884.0,947.0,1193.0,1213.0
10.293505,916.0,1059.9,1003.0,1060.0,890.0,1219.0,890.0,955.0,1196.0,1219.0
10.499374,922.0,1068.1,1011.0,1066.0,893.0,1226.0,893.0,961.0,1205.0,1226.0
10.705245,928.0,1074.2,1017.0,1068.0,900.0,1233.0,900.0,962.0,1216.0,1233.0
10.911115,936.0,1079.6,1022.0,1073.0,903.0,1246.0,903.0,962.0,1223.0,1246.0
11.116985,947.0,1085.6,1027.0,1079.0,907.0,1251.0,907.0,965.0,1230.0,1251.0
11.322855,948.0,1089.8,1030.0,1083.0,910.0,1253.0,910.0,971.0,1233.0,1253.0
11.528725,955.0,1096.4,1034.0,1087.0,916.0,1257.0,916.0,972.0,1243.0,1257.0
11.734595,960.0,1101.4,1041.0,1092.0,919.0,1261.0,919.0,977.0,1248.0,1261.0
11.940465,966.0,1107.9,1050.0,1097.0,921.0,1269.0,921.0,985.0,1265.0,1269.0
12.146336,980.0,1114.5,1056.0,1102.0,926.0,1274.0,926.0,991.0,1273.0,1274.0
12.352205,985.0,1119.7,1060.0,1108.0,931.0,1276.0,931.0,998.0,1275.0,1276.0
12.558076,987.0,1126.1,1066.0,1109.0,944.0,1286.0,944.0,1001.0,1283.0,1286.0
12.763946,989.0,1131.2,1070.0,1110.0,946.0,1288.0,946.0,1009.0,1287.0,1288.0
12.969815,993.0,1137.2,1073.0,1073.0,948.0,1299.0,948.0,1016.0,1298.0,1299.0
13.175686,996.0,1141.8,1077.0,1118.0,951.0,1308.0,951.0,1023.0,1302.0,1308.0
13.381556,1003.0,1149.4,1087.0,1122.0,972.0,1314.0,972.0,1028.0,1306.0,1314.0
13.587426,1009.0,1156.2,1095.0,1127.0,981.0,1324.0,981.0,1030.0,1307.0,1324.0
13.793296,1010.0,1161.0,1098.0,1132.0,985.0,1336.0,985.0,1037.0,1310.0,1336.0
13.9991665,1014.0,1165.6,1104.0,1133.0,986.0,1343.0,986.0,1051.0,1318.0,1343.0
14.205036,1015.0,1170.5,1109.0,1137.0,990.0,1347.0,990.0,1060.0,1321.0,1347.0
14.410907,1016.0,1175.6,1112.0,1141.0,999.0,1352.0,999.0,1066.0,1330.0,1352.0
14.616776,1019.0,1181.2,1118.0,1149.0,1005.0,1357.0,1005.0,1068.0,1335.0,1357.0
14.822646,1025.0,1186.4,1126.0,1153.0,1008.0,1368.0,1008.0,1071.0,1337.0,1368.0
15.028517,1031.0,1191.2,1127.0,1161.0,1015.0,1374.0,1015.0,1077.0,1342.0,1374.0
15.234386,1034.0,1196.8,1133.0,1169.0,1023.0,1383.0,1023.0,1081.0,1348.0,1383.0
15.440257,1037.0,1200.5,1138.0,1173.0,1025.0,1387.0,1025.0,1084.0,1352.0,1387.0
15.646127,1040.0,1205.5,1141.0,1176.0,1028.0,1395.0,1028.0,1090.0,1355.0,1395.0
15.851997,1040.0,1209.1,1144.0,1178.0,1032.0,1397.0,1032.0,1091.0,1356.0,1397.0
16.057867,1042.0,1214.0,1146.0,1188.0,1037.0,1402.0,1037.0,1094.0,1363.0,1402.0
16.263737,1042.0,1217.9,1148.0,1191.0,1041.0,1406.0,1041.0,1096.0,1369.0,1406.0
16.469606,1045.0,1220.7,1148.0,1194.0,1047.0,1407.0,1047.0,1098.0,1373.0,1407.0
16.675478,1047.0,1225.4,1158.0,1204.0,1052.0,1408.0,1052.0,1099.0,1375.0,1408.0
16.881348,1048.0,1232.6,1185.0,1213.0,1054.0,1409.0,1054.0,1104.0,1381.0,1409.0
17.087217,1049.0,1237.1,1190.0,1107.0,1057.0,1412.0,1057.0,1107.0,1386.0,1412.0
17.293087,1050.0,1240.7,1190.0,1229.0,1059.0,1414.0,1059.0,1108.0,1393.0,1414.0
17.498959,1055.0,1244.2,1199.0,1230.0,1062.0,1415.0,1062.0,1111.0,1403.0,1415.0
17.704828,1056.0,1248.3,1204.0,1233.0,1070.0,1420.0,1070.0,1112.0,1408.0,1420.0
17.910698,1058.0,1250.5,1210.0,1235.0,1072.0,1420.0,1072.0,1115.0,1410.0,1420.0
18.116568,1058.0,1254.2,1213.0,1236.0,1081.0,1423.0,1081.0,1118.0,1415.0,1423.0
18.322437,1062.0,1258.9,1220.0,1241.0,1086.0,1425.0,1086.0,1122.0,1424.0,1425.0
18.528309,1066.0,1262.6,1223.0,1245.0,1090.0,1432.0,1090.0,1129.0,1427.0,1432.0
18.734179,1068.0,1266.3,1231.0,1251.0,1095.0,1438.0,1095.0,1131.0,1427.0,1438.0
18.940048,1071.0,1269.6,1234.0,1136.0,1098.0,1443.0,1098.0,1136.0,1430.0,1443.0
19.145918,1072.0,1276.6,1237.0,1263.0,1102.0,1451.0,1102.0,1136.0,1447.0,1451.0
19.351788,1074.0,1282.3,1240.0,1267.0,1107.0,1480.0,1107.0,1139.0,1451.0,1480.0
19.55766,1074.0,1287.3,1245.0,1271.0,1110.0,1494.0,1110.0,1142.0,1460.0,1494.0
19.763529,1076.0,1292.0,1255.0,1271.0,1110.0,1504.0,1110.0,1145.0,1463.0,1504.0
19.969398,1089.0,1295.6,1255.0,1272.0,1116.0,1514.0,1116.0,1150.0,1463.0,1514.0
20.175268,1090.0,1298.1,1258.0,1272.0,1117.0,1518.0,1117.0,1151.0,1468.0,1518.0
20.38114,1094.0,1301.4,1262.0,1276.0,1120.0,1527.0,1120.0,1152.0,1472.0,1527.0
20.58701,1096.0,1305.5,1264.0,1280.0,1122.0,1535.0,1122.0,1157.0,1475.0,1535.0
20.79288,1097.0,1309.8,1268.0,1285.0,1134.0,1542.0,1134.0,1159.0,1478.0,1542.0
20.998749,1098.0,1313.5,1272.0,1289.0,1138.0,1548.0,1138.0,1162.0,1482.0,1548.0
21.204618,1099.0,1316.2,1273.0,1290.0,1142.0,1552.0,1142.0,1163.0,1486.0,1552.0
21.41049,1101.0,1319.5,1278.0,1290.0,1144.0,1563.0,1144.0,1166.0,1491.0,1563.0
21.61636,1102.0,1322.9,1283.0,1171.0,1147.0,1566.0,1147.0,1171.0,1500.0,1566.0
21.82223,1104.0,1326.4,1285.0,1298.0,1151.0,1570.0,1151.0,1172.0,1505.0,1570.0
22.0281,1106.0,1330.2,1286.0,1308.0,1152.0,1580.0,1152.0,1174.0,1505.0,1580.0
22.23397,1107.0,1332.6,1289.0,1312.0,1153.0,1584.0,1153.0,1178.0,1506.0,1584.0
22.43984,1107.0,1335.1,1293.0,1318.0,1154.0,1586.0,1154.0,1183.0,1508.0,1586.0
22.64571,1109.0,1337.6,1296.0,1319.0,1157.0,1587.0,1157.0,1186.0,1509.0,1587.0
22.85158,1111.0,1341.5,1298.0,1323.0,1160.0,1590.0,1160.0,1191.0,1515.0,1590.0
23.05745,1113.0,1344.3,1299.0,1327.0,1161.0,1594.0,1161.0,1196.0,1518.0,1594.0
23.26332,1118.0,1346.6,1301.0,1331.0,1165.0,1596.0,1165.0,1198.0,1522.0,1596.0
23.46919,1119.0,1348.6,1305.0,1334.0,1168.0,1597.0,1168.0,1199.0,1524.0,1597.0
23.67506,1122.0,1351.8,1305.0,1336.0,1169.0,1600.0,1169.0,1200.0,1528.0,1600.0
23.88093,1127.0,1355.4,1308.0,1347.0,1172.0,1604.0,1172.0,1201.0,1531.0,1604.0
24.086802,1129.0,1360.4,1317.0,1363.0,1172.0,1610.0,1172.0,1206.0,1535.0,1610.0
24.292671,1131.0,1363.2,1319.0,1365.0,1174.0,1617.0,1174.0,1206.0,1538.0,1617.0
24.49854,1133.0,1367.4,1322.0,1369.0,1177.0,1621.0,1177.0,1208.0,1545.0,1621.0
24.70441,1134.0,1370.5,1327.0,1374.0,1179.0,1624.0,1179.0,1208.0,1549.0,1624.0
24.91028,1134.0,1373.3,1330.0,1375.0,1181.0,1629.0,1181.0,1211.0,1553.0,1629.0
25.116152,1134.0,1375.0,1332.0,1378.0,1183.0,1631.0,1183.0,1211.0,1557.0,1631.0
25.322021,1134.0,1378.4,1335.0,1383.0,1185.0,1635.0,1185.0,1213.0,1560.0,1635.0
25.527891,1136.0,1381.4,1338.0,1386.0,1190.0,1637.0,1190.0,1214.0,1561.0,1637.0
25.73376,1137.0,1384.0,1341.0,1389.0,1193.0,1640.0,1193.0,1215.0,1563.0,1640.0
25.93963,1140.0,1389.3,1341.0,1393.0,1211.0,1647.0,1211.0,1218.0,1565.0,1647.0
26.145502,1140.0,1393.2,1344.0,1394.0,1215.0,1649.0,1215.0,1220.0,1568.0,1649.0
26.351372,1143.0,1396.2,1344.0,1396.0,1218.0,1652.0,1218.0,1221.0,1573.0,1652.0
26.557241,1144.0,1399.2,1346.0,1398.0,1222.0,1655.0,1222.0,1226.0,1574.0,1655.0
26.763111,1147.0,1401.6,1349.0,1400.0,1224.0,1661.0,1224.0,1228.0,1574.0,1661.0
26.968983,1149.0,1404.2,1351.0,1403.0,1227.0,1666.0,1227.0,1228.0,1576.0,1666.0
27.174852,1149.0,1406.3,1354.0,1404.0,1229.0,1670.0,1229.0,1230.0,1578.0,1670.0
27.380722,1150.0,1409.2,1356.0,1406.0,1231.0,1673.0,1231.0,1234.0,1582.0,1673.0
27.586592,1153.0,1411.1,1356.0,1407.0,1232.0,1675.0,1232.0,1235.0,1589.0,1675.0
27.792461,1154.0,1414.2,1356.0,1412.0,1233.0,1682.0,1233.0,1238.0,1595.0,1682.0
27.998333,1156.0,1416.0,1359.0,1412.0,1236.0,1684.0,1236.0,1239.0,1596.0,1684.0
28.204203,1156.0,1418.7,1365.0,1413.0,1238.0,1687.0,1238.0,1242.0,1597.0,1687.0
28.410072,1157.0,1421.1,1366.0,1418.0,1239.0,1688.0,1239.0,1242.0,1603.0,1688.0
28.615942,1157.0,1423.5,1368.0,1422.0,1239.0,1690.0,1239.0,1245.0,1607.0,1690.0
28.821814,1159.0,1426.1,1371.0,1425.0,1241.0,1691.0,1241.0,1246.0,1615.0,1691.0
29.027683,1159.0,1428.1,1373.0,1426.0,1241.0,1693.0,1241.0,1248.0,1619.0,1693.0
29.233553,1162.0,1431.7,1375.0,1427.0,1245.0,1696.0,1245.0,1248.0,1631.0,1696.0
29.439423,1164.0,1433.6,1375.0,1428.0,1247.0,1697.0,1247.0,1249.0,1638.0,1697.0
29.645292,1164.0,1436.2,1377.0,1431.0,1247.0,1698.0,1247.0,1250.0,1647.0,1698.0
29.851164,1167.0,1438.8,1384.0,1434.0,1247.0,1702.0,1247.0,1253.0,1651.0,1702.0
30.057034,1168.0,1441.1,1387.0,1437.0,1248.0,1706.0,1248.0,1256.0,1654.0,1706.0
30.262903,1169.0,1443.0,1389.0,1440.0,1249.0,1708.0,1249.0,1259.0,1657.0,1708.0
30.468773,1169.0,1444.5,1390.0,1440.0,1252.0,1708.0,1252.0,1260.0,1661.0,1708.0
30.674643,1170.0,1446.6,1392.0,1443.0,1253.0,1709.0,1253.0,1262.0,1667.0,1709.0
30.880514,1171.0,1448.8,1394.0,1445.0,1256.0,1712.0,1256.0,1263.0,1672.0,1712.0
31.086384,1171.0,1450.7,1398.0,1447.0,1259.0,1713.0,1259.0,1264.0,1674.0,1713.0
31.292253,1171.0,1452.2,1398.0,1448.0,1262.0,1715.0,1262.0,1268.0,1676.0,1715.0
31.498123,1172.0,1454.0,1400.0,1451.0,1262.0,1718.0,1262.0,1273.0,1676.0,1718.0
31.703995,1174.0,1456.0,1402.0,1454.0,1263.0,1719.0,1263.0,1274.0,1679.0,1719.0
31.909864,1175.0,1458.7,1403.0,1464.0,1263.0,1721.0,1263.0,1276.0,1682.0,1721.0
32.115734,1177.0,1461.5,1404.0,1471.0,1266.0,1723.0,1266.0,1278.0,1685.0,1723.0
32.321606,1177.0,1463.7,1404.0,1472.0,1268.0,1727.0,1268.0,1282.0,1688.0,1727.0
32.527473,1177.0,1465.7,1405.0,1474.0,1269.0,1727.0,1269.0,1284.0,1690.0,1727.0
32.733345,1179.0,1467.6,1408.0,1477.0,1272.0,1730.0,1272.0,1284.0,1691.0,1730.0
32.939213,1181.0,1470.3,1408.0,1479.0,1274.0,1732.0,1274.0,1285.0,1696.0,1732.0
33.145084,1182.0,1473.1,1412.0,1483.0,1275.0,1735.0,1275.0,1286.0,1703.0,1735.0
33.350956,1182.0,1476.4,1414.0,1497.0,1277.0,1737.0,1277.0,1288.0,1706.0,1737.0
33.556824,1182.0,1479.2,1416.0,1503.0,1282.0,1738.0,1282.0,1289.0,1709.0,1738.0
33.762695,1182.0,1481.1,1420.0,1505.0,1286.0,1739.0,1286.0,1289.0,1711.0,1739.0
33.968563,1185.0,1483.8,1422.0,1510.0,1287.0,1740.0,1287.0,1292.0,1712.0,1740.0
34.174435,1185.0,1485.4,1422.0,1510.0,1288.0,1744.0,1288.0,1296.0,1712.0,1744.0
34.380306,1185.0,1487.5,1424.0,1510.0,1289.0,1751.0,1289.0,1298.0,1714.0,1751.0
34.586174,1186.0,1490.3,1427.0,1513.0,1292.0,1754.0,1292.0,1298.0,1720.0,1754.0
